codice;codice_via;nomevia;codviada;nome_via_origine;codice_via_destinazione;nome_via_destinazione;ordinanza;stato;lunghezza;larghezza;codice_utilizzo;duso;tipologia_percorso;codarco1;nomevia1;codarco2;nomevia2;codarco3;nomevia3;codarco4;nomevia4;codarco5;nomevia5;geo_point_2d;geo_shape;tipologia;nomequart
877;23050;VIA ARISTOTILE FIORAVANTI;57500;VIA ALESSANDRO TIARINI;13500;VIA DE' CARRACCI;4000/343434;A;139.0;0.0;3003;Pedonale-Ciclabile;ciclabile contigua al pedonale;6977;VIA ARISTOTILE FIORAVANTI;6978;VIA ARISTOTILE FIORAVANTI;;;;;;;44.5083242208, 11.3403639172;"{""coordinates"": [[[11.340519603709225, 44.50893929241371], [11.340381512794975, 44.50838913777182], [11.34020625346473, 44.50770965233349]]], ""type"": ""MultiLineString""}";6718;Navile
881;23050;VIA ARISTOTILE FIORAVANTI;24400;VIA FRANCO BOLOGNESE;57550;VIA PELLEGRINO TIBALDI;4000/343434;A;106.0;0.0;3003;Pedonale-Ciclabile;ciclabile contigua al pedonale;3242;VIA ARISTOTILE FIORAVANTI;;;;;;;;;44.5122293524, 11.3413699545;"{""coordinates"": [[[11.341492523699234, 44.51269594030619], [11.341247385277923, 44.51176276453111]]], ""type"": ""MultiLineString""}";6718;Navile
882;23050;VIA ARISTOTILE FIORAVANTI;27950;VIA PIERO GOBETTI;24400;VIA FRANCO BOLOGNESE;4000/343434;A;48.0;0.0;3003;Pedonale-Ciclabile;ciclabile contigua al pedonale;3225;;;;;;;;;;44.5129088945, 11.3415447601;"{""coordinates"": [[[11.341596996558701, 44.51312184869038], [11.341492523699234, 44.51269594030619]]], ""type"": ""MultiLineString""}";6718;Navile
884;2900;VIA DELL'ARCOVEGGIO;0;;0;;4000/343434;A;127.0;0.0;3003;Pedonale-Ciclabile;ciclabile contigua al pedonale;3547;VIA DELL'ARCOVEGGIO;;;;;;;;;44.5188064146, 11.3425998251;"{""coordinates"": [[[11.343024997013373, 44.519278994603596], [11.342877811301287, 44.51913706195539], [11.342713347503066, 44.518965569168], [11.342568539559693, 44.518802881886025], [11.34251676377205, 44.51872574176992], [11.342215295711888, 44.518299576537814]]], ""type"": ""MultiLineString""}";6718;Navile
887;2900;VIA DELL'ARCOVEGGIO;5350;VIA SARIO BASSANELLI;16000;VIA FRATELLI CERVI;4000/343434;A;212.0;0.0;3003;Pedonale-Ciclabile;ciclabile contigua al pedonale;6678;VIA DELL'ARCOVEGGIO;6680;VIA DELL'ARCOVEGGIO;6681;VIA DELL'ARCOVEGGIO;;;;;44.5210885335, 11.3438617944;"{""coordinates"": [[[11.343955291234694, 44.52205048827544], [11.3439453428856, 44.521905939191335], [11.343910968377063, 44.521561729446894], [11.343897716755178, 44.521384325668485], [11.343876915843747, 44.52109520678675], [11.343889139838858, 44.52094140832986], [11.343864323232467, 44.52070501683079], [11.343828675122674, 44.520580717921526], [11.343695039896621, 44.520230304975584], [11.343614750040345, 44.52019534528706]]], ""type"": ""MultiLineString""}";6718;Navile
891;0;;0;;0;;4000/343434;A;354.0;0.0;3003;Pedonale-Ciclabile;ciclabile contigua al pedonale;;;;;;;;;;;44.5283208814, 11.3466757236;"{""coordinates"": [[[11.347269657082943, 44.52984164770254], [11.34722394968454, 44.52976989085687], [11.347208004206593, 44.52968993452372], [11.347010458318245, 44.52906596465765], [11.34701667834934, 44.52903981845302], [11.34704187212467, 44.529002879604505], [11.346547541424172, 44.52794094369359], [11.346505553928273, 44.52792272143066], [11.346473123594855, 44.527900834981956], [11.346129458637835, 44.52714283282349], [11.345981006663218, 44.52682997262361]]], ""type"": ""MultiLineString""}";6718;Navile
1640;30270;VIA DELFINO INSOLERA;0;;0;;4000/343434;A;298.0;0.0;3002;Ciclabile;sede propria;10906;NOME VIA DA ISTITUIRE;10903;VIA DELFINO INSOLERA;10897;VIA DELFINO INSOLERA;10896;VIA DELFINO INSOLERA;;;44.5123329, 11.3388621708;"{""coordinates"": [[[11.339194160362432, 44.51364582080797], [11.339113624030556, 44.51350972738204], [11.339043713218492, 44.513030933916056], [11.338764429595516, 44.51191149026931], [11.33853127976336, 44.51101158380829]]], ""type"": ""MultiLineString""}";2901;Navile
1644;0;;0;;0;;4000/343434;A;231.0;0.0;3002;Ciclabile;sede propria;;;;;;;;;;;44.5102011661, 11.3524857574;"{""coordinates"": [[[11.352978375997607, 44.51117998681664], [11.352596716102278, 44.510428131567494], [11.352289217905808, 44.50981345427529], [11.35200149935525, 44.509218200821955]]], ""type"": ""MultiLineString""}";2901;Navile
1646;2000;VIA GIOVANNI AMENDOLA;46000;VIALE PIETRO PIETRAMELLARA;8800;VIA CESARE BOLDRINI;4000/343434;A;100.0;0.0;3002;Ciclabile;corsia ciclabile su strada;3097;VIA GIOVANNI AMENDOLA;;;;;;;;;44.5050275492, 11.3412414144;"{""coordinates"": [[[11.341022368884426, 44.50453020565681], [11.341401549366923, 44.505389747095386]], [[11.341320686910375, 44.50532083477767], [11.341401549366923, 44.505389747095386]], [[11.341401549366923, 44.505389747095386], [11.341412463418033, 44.50530009998994]]], ""type"": ""MultiLineString""}";2902;Porto - Saragozza
1648;30150;VIA DELL'INDIPENDENZA;30400;VIA IRNERIO;50100;VIA AUGUSTO RIGHI;4000/343434;A;242.0;0.0;3002;Ciclabile;corsia preferenziale bus/bici;3044;VIA DELL'INDIPENDENZA;3031;VIA DELL'INDIPENDENZA;3029;VIA DELL'INDIPENDENZA;;;;;44.5000917807, 11.3440783306;"{""coordinates"": [[[11.344402742940185, 44.50120250932496], [11.34404069017084, 44.49996119172199]], [[11.34404069017084, 44.49996119172199], [11.343782947574988, 44.499066667460326]], [[11.343783544750124, 44.4990672974978], [11.343782947574988, 44.499066667460326]], [[11.343782947574988, 44.499066667460326], [11.343759283631982, 44.499155041887626]], [[11.34404151559644, 44.49996205804564], [11.34404069017084, 44.49996119172199]], [[11.34404069017084, 44.49996119172199], [11.344029007611669, 44.50000540032214]]], ""type"": ""MultiLineString""}";6715;Porto - Saragozza
1648;30150;VIA DELL'INDIPENDENZA;30400;VIA IRNERIO;50100;VIA AUGUSTO RIGHI;4000/343434;A;242.0;0.0;3002;Ciclabile;corsia preferenziale bus/bici;3044;VIA DELL'INDIPENDENZA;3031;VIA DELL'INDIPENDENZA;3029;VIA DELL'INDIPENDENZA;;;;;44.499393448, 11.3438978706;"{""coordinates"": [[[11.34385353167696, 44.49914113566219], [11.343783544750124, 44.4990672974978]], [[11.34407610857667, 44.49999836500427], [11.34404151559644, 44.49996205804564]]], ""type"": ""MultiLineString""}";6715;Santo Stefano
1653;7500;VIA FILIPPO BEROALDO;2100;VIA ISABELLA ANDREINI;21300;VIA GIOVANNI EMANUEL;4000/343434;A;138.0;0.0;3003;Pedonale-Ciclabile;ciclabile contigua al pedonale;4027;VIA FILIPPO BEROALDO;;;;;;;;;44.4994630228, 11.3740449556;"{""coordinates"": [[[11.373269960613781, 44.4997560022537], [11.374394799580825, 44.499315593786385], [11.374509041305366, 44.49927802226388], [11.374615147600462, 44.49925975483879], [11.374837920117868, 44.49924506955011]]], ""type"": ""MultiLineString""}";6718;San Donato - San Vitale
1654;33400;PIAZZA DI PORTA MAGGIORE;21500;VIALE GIAMBATTISTA ERCOLANI;62050;MURA DI PORTA S.VITALE;4000/343434;A;42.0;0.0;3002;Ciclabile;corsia ciclabile su strada;8882;PIAZZA DI PORTA MAGGIORE;;;;;;;;;44.4901932112, 11.3573231715;"{""coordinates"": [[[11.356999494255119, 44.49018899151738], [11.357087220481903, 44.490209109511774], [11.357407965324745, 44.49018424257535], [11.357520152806353, 44.490192638401055]], [[11.35739963361803, 44.490218277896496], [11.357520152806353, 44.490192638401055]], [[11.357520152806353, 44.490192638401055], [11.357409646890536, 44.4901497096027]]], ""type"": ""MultiLineString""}";2902;Santo Stefano
1656;59150;PIAZZA TRENTO E TRIESTE;37300;VIA MAZZINI;0;;4000/343434;A;33.0;0.0;3002;Ciclabile;corsia ciclabile su strada;1538;;;;;;;;;;44.4880043095, 11.3623562316;"{""coordinates"": [[[11.362453782272592, 44.48813447520631], [11.362360115307622, 44.48800450289853], [11.362254028328893, 44.48787775999927]]], ""type"": ""MultiLineString""}";2902;Santo Stefano
494;0;;0;;0;;4000/343434;A;140.0;0.0;6708;Percorso naturalistico;sterrato;;;;;;;;;;;44.4610791684, 11.3790035792;"{""coordinates"": [[[11.379578566273127, 44.46118438383757], [11.379498980993283, 44.46115045937037], [11.37946075418395, 44.46107253236028], [11.379433719514273, 44.4610428888372], [11.379373351901965, 44.46100218271831], [11.379310503092256, 44.46095817353912], [11.37921707473472, 44.460913111705615], [11.379128814082831, 44.460879687628754], [11.379046125147514, 44.460867955960914], [11.378994892606405, 44.460879064764725], [11.37890584731324, 44.460942939077036], [11.378828401216145, 44.46100322002292], [11.378783747242336, 44.46106115430137], [11.37873439783063, 44.46111918282143], [11.37874457533843, 44.461226315716004], [11.378525695429824, 44.46139176390208], [11.37850037738387, 44.46144650297834]]], ""type"": ""MultiLineString""}";6720;Savena
1780;3750;VIA D'AZEGLIO;0;;0;;4000/343434;A;147.0;0.0;3003;Pedonale-Ciclabile;area pedonale;7720;VIA D'AZEGLIO;7718;VIA D'AZEGLIO;1095;PIAZZA DE' CELESTINI;7721;VIA D'AZEGLIO;;;44.4920687691, 11.3418569506;"{""coordinates"": [[[11.341838132381794, 44.49197342419927], [11.341875768849606, 44.49216411404837]]], ""type"": ""MultiLineString""}";6716;Santo Stefano
1782;55950;VIA STALINGRADO;31940;VIA PIETRO LIANORI;8970;VIA ROMANO BONAGA;4000/343434;A;75.0;0.0;3003;Pedonale-Ciclabile;ciclabile contigua al pedonale;6173;VIA STALINGRADO;;;;;;;;;44.5087758903, 11.3552556318;"{""coordinates"": [[[11.355799845070594, 44.50870383551009], [11.35487746691361, 44.50882575448743]], [[11.354982964530535, 44.50877679274544], [11.35487746691361, 44.50882575448743]], [[11.35487746691361, 44.50882575448743], [11.355000458356283, 44.508844514831964]]], ""type"": ""MultiLineString""}";6718;Navile
1786;0;;0;;0;;4000/343434;A;73.0;0.0;3002;Ciclabile;sede propria;;;;;;;;;;;44.495418736, 11.370997727;"{""coordinates"": [[[11.370826195550714, 44.49569980606006], [11.370853775872535, 44.49567732346162], [11.370890639876817, 44.49564804335133], [11.370947629320295, 44.49561099627422], [11.370990077942354, 44.49552975258943], [11.371005457180734, 44.495473803105796], [11.371026353867267, 44.495379815498666], [11.3710500611994, 44.49526802980489], [11.371070856679681, 44.49517145248836], [11.37108856867294, 44.495088739530324]]], ""type"": ""MultiLineString""}";2901;San Donato - San Vitale
1791;0;;0;;0;;4000/343434;A;210.0;0.0;3002;Ciclabile;sede propria;;;;;;;;;;;44.5119308365, 11.3534382001;"{""coordinates"": [[[11.353891449295093, 44.5128106630145], [11.353452981867594, 44.511890864488855], [11.353421009850718, 44.511821892618165], [11.353389738533888, 44.51177031422324], [11.353391937751907, 44.51170411892552], [11.353254412594662, 44.51167214040752], [11.35298296845625, 44.51111073275466], [11.352945836506095, 44.51111588640653]]], ""type"": ""MultiLineString""}";2901;Navile
1795;20500;VIA SAN DONATO;0;;0;;4000/343434;A;267.0;0.0;3003;Pedonale-Ciclabile;ciclabile contigua al pedonale;7046;VIA SAN DONATO;7044;VIA SAN DONATO;7047;VIA SAN DONATO;;;;;44.5060466634, 11.3734777614;"{""coordinates"": [[[11.372027704684996, 44.505457838612564], [11.372383323191634, 44.505598338708914], [11.372683167209628, 44.50571671669272], [11.372995338437425, 44.50584496207017], [11.373701629130604, 44.50611789629876], [11.373819698641462, 44.50616936683795], [11.373972418404746, 44.506234252228666], [11.37409219996694, 44.50629038853897], [11.374537709872648, 44.50650329582984], [11.374909925492195, 44.50667684108894]]], ""type"": ""MultiLineString""}";6718;San Donato - San Vitale
1817;0;;0;;0;;4000/343434;A;143.0;0.0;3003;Pedonale-Ciclabile;promiscuo ciclopedonale;;;;;;;;;;;44.5360637726, 11.3526191302;"{""coordinates"": [[[11.352378307798748, 44.53543850300818], [11.352807692304532, 44.53656722348859], [11.352824435881914, 44.53659281202418], [11.352908199360574, 44.53665325835787]]], ""type"": ""MultiLineString""}";6717;Navile
1827;21400;VIA EMILIA PONENTE;47900;VIA PRATI DI CAPRARA;36250;VIA MARZABOTTO;4000/343434;A;371.0;0.0;3002;Ciclabile;corsia preferenziale bus/bici;5411;VIA EMILIA PONENTE;2681;VIA EMILIA PONENTE;2676;VIA EMILIA PONENTE;5409;VIA EMILIA PONENTE;5410;VIA EMILIA PONENTE;44.5055654958, 11.3092667664;"{""coordinates"": [[[11.309247536035695, 44.50558528352114], [11.309285996681433, 44.50554570799627]]], ""type"": ""MultiLineString""}";6715;Borgo Panigale - Reno
1830;0;;0;;0;;4000/343434;A;387.0;0.0;3002;Ciclabile;sede propria;;;;;;;;;;;44.531946554, 11.276299737;"{""coordinates"": [[[11.27409515237403, 44.53268840262672], [11.27581057521135, 44.53208452560666], [11.276475532778125, 44.53188039778609], [11.278218579959159, 44.53133677207113], [11.278511620128139, 44.53122718498098]]], ""type"": ""MultiLineString""}";2901;Borgo Panigale - Reno
1831;0;;0;;0;;4000/343434;A;82.0;0.0;3002;Ciclabile;sede propria;;;;;;;;;;;44.53121763, 11.269902209;"{""coordinates"": [[[11.26998533971558, 44.5314858563577], [11.269906278381507, 44.5314411985228], [11.26986265500751, 44.53142105746086], [11.269827990621115, 44.53139911996799], [11.269811122280698, 44.53137035852998], [11.269810277454113, 44.53134774199283], [11.269829423858825, 44.53131663985774], [11.269856058638602, 44.53130478720984], [11.26990950792064, 44.53128592854978], [11.269922615551593, 44.53127434760108], [11.269867526076595, 44.53118814616323], [11.269914031499336, 44.53116457657339], [11.269937692165263, 44.5311333817765], [11.269940882688934, 44.531097747734066], [11.269926037524073, 44.53106247601601], [11.269883180125309, 44.53100189803206], [11.27002115800479, 44.530950621608426]]], ""type"": ""MultiLineString""}";2901;Borgo Panigale - Reno
1834;0;;0;;0;;4000/343434;A;312.0;0.0;3002;Ciclabile;sede propria;;;;;;;;;;;44.5217583085, 11.282579866;"{""coordinates"": [[[11.281955897463883, 44.52046534803181], [11.281950230855411, 44.52050953863451], [11.281912346310664, 44.520549084483726], [11.281886636100035, 44.52058486057659], [11.282106092938182, 44.52096658704578], [11.282274910772152, 44.52125059325693], [11.282963888949169, 44.52242160306116], [11.28335183581199, 44.523046787453055]]], ""type"": ""MultiLineString""}";2901;Borgo Panigale - Reno
1836;0;;0;;0;;4000/343434;A;62.0;0.0;6708;Percorso naturalistico;pavimentato;;;;;;;;;;;44.5064200303, 11.2807526237;"{""coordinates"": [[[11.281071595772932, 44.50625849101142], [11.280662128725297, 44.50646524987132], [11.280434342581087, 44.506582922422105]]], ""type"": ""MultiLineString""}";6719;Borgo Panigale - Reno
1837;0;;0;;0;;4000/343434;A;171.0;0.0;3002;Ciclabile;sede propria;;;;;;;;;;;44.5076617827, 11.2841131445;"{""coordinates"": [[[11.284453261711096, 44.50838581488668], [11.284405681420255, 44.50829378208636], [11.284403760142123, 44.50824400604453], [11.284388116190001, 44.508198503411585], [11.284347725236069, 44.508159498381666], [11.284312346979343, 44.50810643948229], [11.284282288814959, 44.50804729085542], [11.284260402971118, 44.50798398544993], [11.284255015055628, 44.50791634829116], [11.284230661316512, 44.507861065293554], [11.284179793628898, 44.50776648583164], [11.284000985480398, 44.50745141527402], [11.283854984856157, 44.50719347121702], [11.283844684183807, 44.50714189102629], [11.283829136700557, 44.50709838926892], [11.283875253329436, 44.50706953309512], [11.283810428278143, 44.506955485283896]]], ""type"": ""MultiLineString""}";2901;Borgo Panigale - Reno
1838;0;;0;;0;;4000/343434;A;72.0;0.0;3002;Ciclabile;sede propria;;;;;;;;;;;44.5091848819, 11.2945750885;"{""coordinates"": [[[11.294323014826308, 44.508986693658], [11.294452662387801, 44.50923793637787], [11.294478172014816, 44.50927621160432], [11.294924548636489, 44.50916844566059]]], ""type"": ""MultiLineString""}";2901;Borgo Panigale - Reno
1840;0;;0;;0;;4000/343434;A;164.0;0.0;6708;Percorso naturalistico;pavimentato;;;;;;;;;;;44.512043038, 11.3031963853;"{""coordinates"": [[[11.303230223630441, 44.51130397018937], [11.303194576091318, 44.512067445518376], [11.303163974618574, 44.51278216969029]]], ""type"": ""MultiLineString""}";6719;Borgo Panigale - Reno
1851;0;;0;;0;;4000/343434;A;797.0;0.0;6708;Percorso naturalistico;pavimentato;;;;;;;;;;;44.522224806, 11.3156363089;"{""coordinates"": [[[11.317371089924968, 44.52269776956453], [11.317225809382188, 44.522731578510516], [11.317061724821297, 44.52276378898343], [11.316995206832978, 44.52279411639046], [11.316961376453472, 44.52282768547665], [11.316908406211477, 44.52285775028427], [11.316873830029866, 44.522873906439884], [11.316801470465604, 44.522894662343994], [11.31659661894672, 44.52292571252436], [11.316506922677075, 44.52292163038349], [11.316395296254028, 44.52291216220865], [11.31608751105017, 44.522947124389646], [11.315826038247435, 44.52298699862828], [11.31574568963906, 44.52301177305302], [11.315649235458388, 44.523040727557735], [11.315428076618959, 44.52307207550741], [11.315260483730267, 44.52308690707117], [11.315050475600456, 44.52312577799011], [11.31485935463097, 44.52316234750918], [11.314788866648513, 44.52316369914617], [11.314765818913182, 44.523131238688016], [11.314733035598886, 44.52299445230653], [11.314689567575805, 44.52273013624387], [11.31464061825154, 44.52259560171169], [11.314526241781548, 44.522452656662054], [11.314338090931704, 44.52229566280753], [11.314311958806046, 44.52225359248238], [11.314296190016618, 44.52219971044504], [11.314226994433989, 44.521966887360975], [11.314192206201302, 44.52184564392777], [11.314147617386691, 44.521749750464636], [11.314075433180085, 44.521575059026105], [11.314083882525466, 44.521516834863576], [11.314130809898645, 44.521471409570744], [11.314194065136501, 44.521427600904715], [11.315472609420702, 44.52128068438462], [11.316009347261227, 44.521219847988185], [11.31606111930995, 44.52122657797669], [11.316089499949593, 44.52125699752187], [11.316105891015567, 44.521324435332], [11.316125399058055, 44.521401492584545], [11.316230480971987, 44.52157948747549], [11.316251795391226, 44.521699104850875], [11.316248747394736, 44.521755308755615], [11.31624248722055, 44.52186384745896], [11.316257992195835, 44.52191001039468], [11.31643937889706, 44.52222400178121], [11.316470412105406, 44.52225244171777], [11.316544470220263, 44.522272303945286], [11.316630434080889, 44.52225321268003], [11.316696607253126, 44.52221514246025], [11.316736260233801, 44.52219113904309], [11.31687041981162, 44.52222145321613], [11.316945884983824, 44.52227420587507], [11.31700962578703, 44.522369786023056], [11.31710525132442, 44.52251316055955], [11.31720432463509, 44.52261000062956], [11.317280649501043, 44.52268211003257], [11.317371089924968, 44.52269776956453]]], ""type"": ""MultiLineString""}";6719;Navile
1852;0;;0;;0;;4000/343434;A;155.0;0.0;6708;Percorso naturalistico;pavimentato;;;;;;;;;;;44.5223474325, 11.3154927436;"{""coordinates"": [[[11.316459245431718, 44.52224220826934], [11.314526241781548, 44.522452656662054]]], ""type"": ""MultiLineString""}";6719;Navile
1854;0;;0;;0;;4000/343434;A;71.0;0.0;3003;Pedonale-Ciclabile;promiscuo ciclopedonale;;;;;;;;;;;44.5213794896, 11.3202329367;"{""coordinates"": [[[11.320478116337647, 44.52164975824715], [11.31998775703147, 44.52110922102128]]], ""type"": ""MultiLineString""}";6717;Navile
1855;63100;VIA FRANCESCO ZANARDI;0;;0;;4000/343434;A;410.0;0.0;6708;Percorso naturalistico;pavimentato;6007;VIA FRANCESCO ZANARDI;6008;VIA FRANCESCO ZANARDI;;;;;;;44.5235867098, 11.3222882349;"{""coordinates"": [[[11.320800235234524, 44.522079958599406], [11.322688555336207, 44.524075981318035], [11.323288437775952, 44.52470722902708], [11.323310033199204, 44.52472071164051], [11.323370087537745, 44.5247241134727], [11.323397255673868, 44.52471542758222], [11.323907615200262, 44.5244843864124]]], ""type"": ""MultiLineString""}";6719;Navile
1863;0;;0;;0;;4000/343434;A;53.0;0.0;6708;Percorso naturalistico;pavimentato;;;;;;;;;;;44.5041150388, 11.3671671139;"{""coordinates"": [[[11.367308714445498, 44.50433888239317], [11.367128719522265, 44.50401390607427], [11.3669765622829, 44.50394395783163]]], ""type"": ""MultiLineString""}";6719;San Donato - San Vitale
1864;0;;0;;0;;4000/343434;A;133.0;0.0;6708;Percorso naturalistico;pavimentato;;;;;;;;;;;44.5048077345, 11.3674690167;"{""coordinates"": [[[11.366837976286664, 44.50479161414346], [11.366930238188008, 44.5048385920031], [11.367075592274537, 44.504910399251386], [11.367180045364126, 44.50496770806661], [11.367300453917029, 44.50502084945243], [11.367359761997259, 44.50502537456249], [11.367396808984477, 44.50501117514231], [11.36746911043012, 44.504938683646195], [11.367805322244894, 44.504615112280774], [11.367844352549955, 44.50458360095742], [11.368088893565425, 44.50451711387664]]], ""type"": ""MultiLineString""}";6719;San Donato - San Vitale
768;0;;0;;0;;4000/343434;A;63.0;0.0;3002;Ciclabile;sede propria;;;;;;;;;;;44.5147872796, 11.2848129266;"{""coordinates"": [[[11.28500941570126, 44.515037059962964], [11.284971420321774, 44.514971164863354], [11.284919284831588, 44.51488333608724], [11.28481760835785, 44.51477429495477], [11.284583487517821, 44.514564822789104]]], ""type"": ""MultiLineString""}";2901;Borgo Panigale - Reno
1866;0;;0;;0;;4000/343434;A;98.0;0.0;3002;Ciclabile;sede propria;;;;;;;;;;;44.482533071, 11.376181527;"{""coordinates"": [[[11.37611324500163, 44.48252847730735], [11.376249808989277, 44.482537664641164]]], ""type"": ""MultiLineString""}";2901;Santo Stefano
1866;0;;0;;0;;4000/343434;A;98.0;0.0;3002;Ciclabile;sede propria;;;;;;;;;;;44.4823348828, 11.3764904521;"{""coordinates"": [[[11.376249808989277, 44.482537664641164], [11.376390088833316, 44.48254710178534], [11.376506952214712, 44.48254830325981], [11.376519269603373, 44.48253895657688], [11.376548021060435, 44.48199659182914], [11.376602955450407, 44.481973631215176]]], ""type"": ""MultiLineString""}";2901;Savena
1870;0;;0;;0;;4000/343434;A;264.0;0.0;6708;Percorso naturalistico;sterrato;;;;;;;;;;;44.4616844568, 11.3783399694;"{""coordinates"": [[[11.379205853377826, 44.46263536686372], [11.379198439900058, 44.46258959414286], [11.379177146354358, 44.462523512638874], [11.37914162222704, 44.462451066239424], [11.379109416309293, 44.462345301034745], [11.379088258189768, 44.46228254453937], [11.379053939879354, 44.46224000494238], [11.378977332577794, 44.4621883403667], [11.378923997721602, 44.46213620938118], [11.378878214120588, 44.46192431969703], [11.37884882041995, 44.46188833571476], [11.378712633577189, 44.46174478040199], [11.37869108127626, 44.461672065202386], [11.378640805973566, 44.46157998175507], [11.378568063958944, 44.461508305161004], [11.37850037738387, 44.46144650297834], [11.378415144146416, 44.461411656992], [11.378358766734435, 44.46139950058461], [11.377893328051709, 44.46140571003982], [11.377277775476239, 44.461265571322166], [11.377089294474446, 44.46120964191287]]], ""type"": ""MultiLineString""}";6720;Savena
1872;0;;0;;0;;4000/343434;A;192.0;0.0;3002;Ciclabile;sede propria;;;;;;;;;;;44.5166258062, 11.4014341754;"{""coordinates"": [[[11.400563963981567, 44.51710034088125], [11.400741090540143, 44.51693240307695], [11.400979043279449, 44.516700886353796], [11.40113883476304, 44.5165475806988], [11.401194489688843, 44.51651849443268], [11.401305340701152, 44.51647628263888], [11.401444952657437, 44.51645579718657], [11.401596815721565, 44.51646217075972], [11.402087457261553, 44.51660178209421], [11.402204873842871, 44.51657501440243], [11.402254983703541, 44.51653898898621], [11.40226655293044, 44.51649017572509], [11.402234634821623, 44.516440335398045], [11.40222513884693, 44.51640750803153], [11.402267748188292, 44.51638718283841]]], ""type"": ""MultiLineString""}";2901;San Donato - San Vitale
1213;0;;0;;0;;4000/343434;A;622.0;0.0;6708;Percorso naturalistico;pavimentato;;;;;;;;;;;44.5407071013, 11.3528003254;"{""coordinates"": [[[11.354336996483514, 44.54074685200804], [11.35411247298505, 44.540835960479185], [11.35350494898882, 44.541075905771905], [11.35319724499436, 44.541202989596776], [11.35306343356809, 44.54126871664673], [11.35280788725659, 44.54140211447412], [11.352553758984854, 44.54153005941101], [11.352459557309437, 44.54157023153498], [11.352389731085946, 44.541585780589024], [11.352316446577113, 44.54158533434332], [11.352253861554262, 44.54157059986146], [11.352168350416562, 44.54154631102552], [11.352119682568867, 44.54152726262556], [11.352050502174635, 44.5414885655361], [11.351966199285703, 44.54142407923894], [11.351842561990912, 44.54129213973779], [11.351832186649691, 44.54124415487033], [11.351815939084716, 44.54119026946856], [11.351810150173558, 44.541116075169974], [11.351815141248144, 44.54102959958192], [11.351834296154802, 44.540804229348474], [11.351822718254263, 44.54065584088192], [11.35177759499805, 44.54051419396575], [11.351709229801436, 44.540214364978624], [11.351699580618712, 44.54011414183311], [11.351719935312477, 44.54005947573005], [11.35177632957888, 44.539989980262014], [11.351853236384947, 44.539940132731516], [11.35197277810529, 44.53989941791423], [11.35208797457363, 44.539890933066545], [11.352178393492784, 44.539897037193015], [11.352266880991708, 44.539925277154666], [11.352371214073413, 44.539997368240904], [11.352545932919385, 44.54013825825766], [11.35265919479279, 44.54022221083751], [11.352752104986784, 44.54029052917539], [11.352902692173876, 44.54039176303129], [11.353011692039914, 44.54043965204392], [11.353134126664331, 44.54047118517416], [11.353308369197991, 44.54045943102216], [11.353609073155454, 44.54036864777973], [11.353815253949614, 44.54031001133205], [11.353982579558572, 44.540266264579124], [11.354100671800541, 44.540259725039476], [11.35422254278755, 44.54027924060912], [11.354334511466076, 44.54033311740418]]], ""type"": ""MultiLineString""}";6719;Navile
1509;56800;VIA LUIGI TANARI;0;;0;;4000/343434;A;190.0;0.0;6709;Itinerario ciclabile;corsia ciclabile su strada;2977;VIA LUIGI TANARI;;;;;;;;;44.5059399885, 11.3297405013;"{""coordinates"": [[[11.329151043588894, 44.50524505640377], [11.329339849471646, 44.50587112359067], [11.329368994439951, 44.50592092368145], [11.329420136116408, 44.505973110324646], [11.329494320597247, 44.50601794857762], [11.329564479644072, 44.50605742255914], [11.329626599394052, 44.5060861496349], [11.329727227321644, 44.50612500135318], [11.32983622920089, 44.50615269015519], [11.32994621049534, 44.506169609846154], [11.33004574003996, 44.50618121519882], [11.330152573240902, 44.50618448848381], [11.330665862092664, 44.50614485188618]]], ""type"": ""MultiLineString""}";2902;Porto - Saragozza
492;0;;0;;0;;4000/343434;A;390.0;0.0;6708;Percorso naturalistico;sterrato;;;;;;;;;;;44.4616199576, 11.3820813556;"{""coordinates"": [[[11.383328543529215, 44.46269463118447], [11.383195282166584, 44.462299185330366], [11.383121110182058, 44.46208316813088], [11.38306572623513, 44.46192697910791], [11.383052475470377, 44.46180293143294], [11.38312741369009, 44.46164012478986], [11.38285471941985, 44.46162447726237], [11.38269196424939, 44.46156961509708], [11.38254193260038, 44.461493119086256], [11.382477514030702, 44.4614478503075], [11.382107771899083, 44.461119560628354], [11.381905513132677, 44.46113955237067], [11.381500506361919, 44.46129445708273], [11.380786428176501, 44.46154441198654], [11.380234347843537, 44.46173192620024]]], ""type"": ""MultiLineString""}";6720;Savena
1518;0;;0;;0;;4000/343434;A;180.0;0.0;6708;Percorso naturalistico;sterrato;;;;;;;;;;;44.4613875793, 11.380891731;"{""coordinates"": [[[11.380786428176501, 44.46154441198654], [11.380816931633554, 44.46158172593086], [11.381208415454722, 44.461438824449836], [11.381318280125955, 44.46140025575637], [11.381435123714642, 44.46135462144317], [11.381134510436377, 44.46122922632411], [11.381069920973218, 44.46122514504106], [11.380973490190653, 44.4612144090319], [11.380831494347797, 44.46121983785446], [11.380774443181103, 44.46125039309685], [11.380706773475985, 44.46131405477401], [11.380602446664373, 44.46136980834242], [11.380445568526161, 44.46144392616172], [11.3803097715183, 44.46150031130537], [11.380233695686368, 44.46155955361183], [11.380152906653292, 44.46158404285033]]], ""type"": ""MultiLineString""}";6720;Savena
